,AQI_Value,CO_AQI_Value,Ozone_AQI_Value,NO2_AQI_Value,PM2_5_AQI_Value,Lat,Lng,PM10
497,1,na,6,na,107,[14.6069387, -90.5169696],43
498,1,na,6,na,107,[14.6069387, -90.5169696],43
499,1,na,6,na,107,[14.6069387, -90.5169696],43
500,1,na,6,na,107,[14.6069387, -90.5169696],43
501,1,na,6,na,107,[14.6069387, -90.5169696],43
502,55,na,4,na,69,[5.36, -4.0083],34
503,26,na,8,na,18,[18.070114, -63.081481],8
504,26,na,8,na,18,[18.070114, -63.081481],8
505,26,na,8,na,18,[18.070114, -63.081481],8
506,26,na,8,na,18,[18.070114, -63.081481],8
507,26,na,8,na,18,[18.070114, -63.081481],8
508,124,na,5,na,60,[13.71518889, -89.15481944],24
509,57,na,37,na,41,[48.159614, 18.978505],11
510,57,na,37,na,41,[48.159614, 18.978505],11
511,57,na,37,na,41,[48.159614, 18.978505],11
512,57,na,37,na,41,[48.159614, 18.978505],11
513,57,na,37,na,41,[48.159614, 18.978505],11
514,36,na,26,na,21,[47.4685, -0.555933],7
515,57,na,37,na,41,[48.159614, 18.978505],11
516,57,na,37,na,41,[48.159614, 18.978505],11
517,57,na,37,na,41,[48.159614, 18.978505],11
518,57,na,37,na,41,[48.159614, 18.978505],11
519,57,na,37,na,41,[48.159614, 18.978505],11
520,57,na,37,na,41,[48.159614, 18.978505],11
521,57,na,37,na,41,[48.159614, 18.978505],11
522,57,na,37,na,41,[48.159614, 18.978505],11
523,57,na,37,na,41,[48.159614, 18.978505],11
524,57,na,37,na,41,[48.159614, 18.978505],11
525,57,na,37,na,41,[48.159614, 18.978505],11
526,57,na,37,na,41,[48.159614, 18.978505],11
527,57,na,37,na,41,[48.159614, 18.978505],11
528,15,0.1,21,3.3,13,[64.142, -21.946],4
529,15,0.1,21,3.3,13,[64.142, -21.946],4
530,15,0.1,21,3.3,13,[64.142, -21.946],4
531,34,0.1,23,11.4,51,[64.13, -21.875],15
532,15,0.1,21,3.3,13,[64.142, -21.946],4
533,63,7.3,11,5.1,89,[28.531314, 77.270686],45
534,41,11.3,10,0.6,121,[30.269444, 78.044167],55
535,99,11.8,10,10.3,91,[28.5648, 77.1744],46
536,57,3.5,15,5,101,[28.964949, 77.278761],46
537,99,11.8,10,10.3,91,[28.5648, 77.1744],46
538,124,na,9,na,240,[-6.182536, 106.834236],140
539,124,na,9,na,240,[-6.182536, 106.834236],140
540,124,na,9,na,240,[-6.182536, 106.834236],140
541,124,na,9,na,240,[-6.182536, 106.834236],140
542,124,na,9,na,240,[-6.182536, 106.834236],140
543,124,na,9,na,240,[-6.182536, 106.834236],140
544,124,na,9,na,240,[-6.182536, 106.834236],140
545,124,na,9,na,240,[-6.182536, 106.834236],140
546,124,na,9,na,240,[-6.182536, 106.834236],140
547,47,6,22,15,69,[34.5097412, 45.5740953],67
548,47,6,22,15,69,[34.5097412, 45.5740953],67
549,47,6,22,15,69,[34.5097412, 45.5740953],67
550,47,6,22,15,69,[34.5097412, 45.5740953],67
551,47,6,22,15,69,[34.5097412, 45.5740953],67
552,47,6,22,15,69,[34.5097412, 45.5740953],67
553,47,6,22,15,69,[34.5097412, 45.5740953],67
554,47,6,22,15,69,[34.5097412, 45.5740953],67
555,47,6,22,15,69,[34.5097412, 45.5740953],67
556,47,6,22,15,69,[34.5097412, 45.5740953],67
557,53,9,36,25.1,49,[31.79445, 35.21997],17
558,37,na,36,na,49,[31.789032, 35.202641],17
559,37,9,36,5.1,49,[31.768319, 35.21371],17
560,37,na,36,na,49,[31.789032, 35.202641],17
561,53,9,36,25.1,49,[31.79445, 35.21997],17
562,36,na,36,na,48,[31.65647, 35.11681],16
563,37,na,36,na,49,[31.75709, 35.21741],17
564,37,9,36,5.1,49,[31.768319, 35.21371],17
565,37,na,36,na,49,[31.789032, 35.202641],17
566,53,9,36,25.1,49,[31.79445, 35.21997],17
567,37,9,36,5.1,49,[31.768319, 35.21371],17
568,37,na,36,na,49,[31.75709, 35.21741],17
569,37,9,36,5.1,49,[31.768319, 35.21371],17
570,53,na,36,na,47,[41.8482263, 12.5759027],14
571,42,na,34,na,49,[41.8932669, 12.4753855],14
572,50,0.1,36,2.3,49,[41.9248746, 12.4934413],15
573,50,0.1,36,2.3,49,[41.9248746, 12.4934413],15
574,53,na,36,na,47,[41.8482263, 12.5759027],14
575,1,0.1,35,3.7,52,[45.4099034, 8.7875429],18
576,53,na,36,na,47,[41.8482263, 12.5759027],14
577,42,na,34,na,49,[41.8932669, 12.4753855],14
578,50,0.1,36,2.3,49,[41.9248746, 12.4934413],15
579,42,na,34,na,49,[41.8932669, 12.4753855],14
580,42,na,34,na,49,[41.8932669, 12.4753855],14
581,50,na,36,na,47,[41.9363397, 12.6544146],14
582,42,na,34,na,49,[41.8932669, 12.4753855],14
583,42,na,34,na,49,[41.8932669, 12.4753855],14
584,42,na,34,na,49,[41.8932669, 12.4753855],14
585,55,0.1,34,8.3,49,[41.9328321, 12.5012473],14
586,42,na,34,na,49,[41.8932669, 12.4753855],14
587,42,na,34,na,49,[41.8932669, 12.4753855],14
588,53,0.1,34,16.5,49,[41.9071831, 12.4466876],14
589,53,0.1,34,16.5,49,[41.9071831, 12.4466876],14
590,42,na,34,na,49,[41.8932669, 12.4753855],14
591,53,0.1,34,16.5,49,[41.9071831, 12.4466876],14
592,42,na,34,na,49,[41.8932669, 12.4753855],14
593,53,0.1,34,16.5,49,[41.9071831, 12.4466876],14
594,42,na,34,na,49,[41.8932669, 12.4753855],14
595,53,0.1,34,16.5,49,[41.9071831, 12.4466876],14
596,53,0.1,34,16.5,49,[41.9071831, 12.4466876],14
597,50,0.1,36,2.3,49,[41.9248746, 12.4934413],15
598,42,na,34,na,49,[41.8932669, 12.4753855],14
599,42,na,34,na,49,[41.8932669, 12.4753855],14
600,16,2.3,31,14.9,95,[35.7334675, 139.7551411],44
601,10,3.4,16,7.5,91,[35.6622228, 139.4280321],44
602,6,5.6,31,13,113,[35.6422723, 139.7354456],50
603,12,4.5,31,13.9,113,[35.6639824, 139.6979483],50
604,12,4.5,31,13.9,113,[35.6639824, 139.6979483],50
605,12,4.5,31,13.9,113,[35.6639824, 139.6979483],50
606,6,5.6,31,13,113,[35.6422723, 139.7354456],50
607,7,1.2,24,4.7,112,[35.5213336, 139.4078666],44
608,10,2.3,31,5.6,93,[35.7003943, 139.6824123],42
609,5,2.3,27,6.5,110,[35.3728393, 139.3847442],42
610,12,4.5,31,13.9,113,[35.6639824, 139.6979483],50
611,10,6.7,31,6.5,93,[35.6905576, 139.6022801],42
612,16,2.3,31,14.9,95,[35.7334675, 139.7551411],44
613,14,3.4,31,17.6,95,[35.692745, 139.7680749],44
614,16,2.3,31,14.9,95,[35.7334675, 139.7551411],44
615,11,2.3,31,10.2,95,[35.7193411, 139.7347261],44
616,9,3.4,30,5.6,102,[35.6516036, 139.595188],42
617,25,na,34,na,34,[32.022758, 35.847744],16
618,46,na,34,na,34,[31.94502, 35.8805],16
619,26,na,34,na,34,[31.987677, 35.823448],16
620,25,na,34,na,34,[32.022758, 35.847744],16
621,46,na,34,na,34,[31.94502, 35.8805],16
622,25,na,34,na,34,[32.022758, 35.847744],16
623,9,3.4,12,6.2,92,[51.125286, 71.46722],42
624,9,3.4,12,6.2,92,[51.125286, 71.46722],42
625,9,3.4,12,6.2,92,[51.125286, 71.46722],42
626,143,na,6,na,58,[-1.23437, 36.81732],33
627,143,na,6,na,58,[-1.23437, 36.81732],33
628,143,na,6,na,58,[-1.23437, 36.81732],33
629,143,na,6,na,58,[-1.23437, 36.81732],33
630,143,na,6,na,58,[-1.23437, 36.81732],33
631,143,na,6,na,58,[-1.23437, 36.81732],33
632,143,na,6,na,58,[-1.23437, 36.81732],33
633,143,na,6,na,58,[-1.23437, 36.81732],33
634,143,na,6,na,58,[-1.23437, 36.81732],33
635,143,na,6,na,58,[-1.23437, 36.81732],33
636,143,na,6,na,58,[-1.23437, 36.81732],33
637,143,na,6,na,58,[-1.23437, 36.81732],33
638,143,na,6,na,58,[-1.23437, 36.81732],33
639,61,na,14,na,87,[42.827625, 74.58384],57
640,61,na,14,na,87,[42.827625, 74.58384],57
641,61,na,14,na,87,[42.827625, 74.58384],57
642,61,na,14,na,87,[42.827625, 74.58384],57
643,61,na,14,na,87,[42.827625, 74.58384],57
644,61,na,14,na,87,[42.827625, 74.58384],57
645,87,na,24,na,20,[56.316814, 22.903861],5
646,87,na,24,na,20,[56.316814, 22.903861],5
647,87,na,24,na,20,[56.316814, 22.903861],5
648,87,na,24,na,20,[56.316814, 22.903861],5
649,87,na,24,na,20,[56.316814, 22.903861],5
650,87,na,24,na,20,[56.316814, 22.903861],5
651,87,na,24,na,20,[56.316814, 22.903861],5
652,87,na,24,na,20,[56.316814, 22.903861],5
653,87,na,24,na,20,[56.316814, 22.903861],5
654,87,na,24,na,20,[56.316814, 22.903861],5
655,87,na,24,na,20,[56.316814, 22.903861],5
656,87,na,24,na,20,[56.316814, 22.903861],5
657,87,na,24,na,20,[56.316814, 22.903861],5
658,1,na,24,na,20,[56.316814, 22.903861],5
659,1,na,24,na,20,[56.316814, 22.903861],5
660,1,na,24,na,20,[56.316814, 22.903861],5
661,1,na,24,na,20,[56.316814, 22.903861],5
662,48,na,36,na,41,[32.88966, 35.09703],19
663,48,na,36,na,41,[32.88966, 35.09703],19
664,48,na,36,na,41,[32.88966, 35.09703],19
665,48,na,36,na,41,[32.88966, 35.09703],19
666,48,na,36,na,41,[32.88966, 35.09703],19
667,48,na,36,na,41,[32.88966, 35.09703],19
668,48,na,36,na,41,[32.88966, 35.09703],19
669,48,na,36,na,41,[32.88966, 35.09703],19
670,55,na,4,na,69,[5.36, -4.0083],34
671,55,na,4,na,69,[5.36, -4.0083],34
672,55,na,4,na,69,[5.36, -4.0083],34
673,55,na,4,na,69,[5.36, -4.0083],34
674,46,na,29,na,25,[54.8878169, 23.845993],7
675,34,na,28,na,31,[54.7117424, 25.2974345],8
676,34,na,28,na,31,[54.7117424, 25.2974345],8
677,34,na,28,na,31,[54.7117424, 25.2974345],8
678,34,na,28,na,31,[54.7117424, 25.2974345],8
679,34,na,28,na,31,[54.7117424, 25.2974345],8
680,34,na,28,na,31,[54.7117424, 25.2974345],8
681,62,na,32,na,23,[55.6848552, 21.1840107],7
682,34,na,28,na,31,[54.7117424, 25.2974345],8
683,34,na,28,na,31,[54.7117424, 25.2974345],8
684,61,na,8,na,33,[-18.908479690552, 47.537509918213],12
685,61,na,8,na,33,[-18.908479690552, 47.537509918213],12
686,172,na,10,na,80,[23.796373, 90.424614],38
687,75,na,12,na,76,[3.321308, 101.256242],23
688,59,na,3,na,82,[3.15675, 101.72145],26
689,77,na,2,na,75,[3.133169, 101.608011],24
690,75,na,4,na,73,[3.212439, 101.682228],22
691,75,na,4,na,73,[3.212439, 101.682228],22
692,59,na,3,na,82,[3.15675, 101.72145],26
693,59,na,3,na,82,[3.15675, 101.72145],26
694,59,na,3,na,82,[3.15675, 101.72145],26
695,80,na,3,na,73,[2.821692, 101.811486],25
696,59,na,3,na,82,[3.15675, 101.72145],26
697,58,7.7,5,4,78,[8.5149093, 76.9435879],41
698,58,7.7,5,4,78,[8.5149093, 76.9435879],41
699,50,0.1,39,15.4,50,[35.897778, 14.489444],16
700,50,0.1,39,15.4,50,[35.897778, 14.489444],16
701,26,0.1,12,3.7,10,[27.772603802631, -15.541856141447],7
702,20,na,10,na,15,[-20.910583333333, 55.618916666667],11
703,59,8.9,14,29.7,95,[19.3262, -99.1761],41
704,59,8.9,14,29.7,95,[19.3262, -99.1761],41
705,53,2.3,16,16.7,77,[19.325146, -99.204136],34
706,59,3.4,14,17.6,95,[19.371612, -99.158969],41
707,10,10,16,38,77,[19.40405, -99.202603],34
708,57,4.5,15,15.8,79,[19.2721, -99.207658],40
709,10,10,16,38,77,[19.40405, -99.202603],34
710,59,3.4,14,17.6,95,[19.371612, -99.158969],41
711,63,8.9,14,29.7,83,[19.304441, -99.103629],39
712,59,3.4,14,17.6,95,[19.371612, -99.158969],41
713,10,10,16,38,77,[19.40405, -99.202603],34
714,10,10,16,38,77,[19.40405, -99.202603],34
715,53,2.3,16,16.7,77,[19.325146, -99.204136],34
716,80,5.6,14,27.8,68,[19.529077, -99.204597],28
717,57,4.5,15,15.8,79,[19.2721, -99.207658],40
718,80,5.6,14,27.8,68,[19.529077, -99.204597],28
719,68,5.6,14,28.8,95,[19.360794, -99.07388],41
720,63,8.9,14,29.7,83,[19.304441, -99.103629],39
721,80,5.6,14,27.8,68,[19.529077, -99.204597],28
722,80,5.6,14,27.8,68,[19.529077, -99.204597],28
723,80,5.6,14,27.8,68,[19.529077, -99.204597],28
724,68,6.7,14,30.6,95,[19.371612, -99.158969],41
725,61,na,9,na,38,[18.90861, -99.21167],15
726,59,3.4,16,26.9,77,[19.325146, -99.204136],34
727,80,5.6,14,27.8,68,[19.529077, -99.204597],28
728,59,3.4,16,26.9,77,[19.325146, -99.204136],34
729,59,8.9,14,29.7,95,[19.3262, -99.1761],41
730,59,3.4,16,26.9,77,[19.325146, -99.204136],34
731,68,6.7,14,30.6,95,[19.371612, -99.158969],41
732,63,8.9,14,29.7,83,[19.304441, -99.103629],39
733,10,10,16,38,77,[19.40405, -99.202603],34
734,59,8.9,14,29.7,95,[19.3262, -99.1761],41
735,59,8.9,14,29.7,95,[19.3262, -99.1761],41
736,68,6.7,14,30.6,95,[19.371612, -99.158969],41
737,68,6.7,14,30.6,95,[19.371612, -99.158969],41
738,72,2,11,39,57,[47.913429, 106.997907],32
739,56,5,9,4,173,[47.9329056, 106.9213833],148
740,56,5,9,4,173,[47.928387, 106.92947],148
741,39,na,9,na,173,[47.894281, 106.882475],148
742,46,4,11,12,56,[47.8664611, 107.1180194],32
743,51,1,9,16,173,[47.9176056, 106.9373611],148
744,52,na,32,na,28,[42.448087, 19.240889],8
745,52,na,32,na,28,[42.448087, 19.240889],8
746,52,na,32,na,28,[42.448087, 19.240889],8
747,52,na,32,na,28,[42.448087, 19.240889],8
748,52,na,32,na,28,[42.448087, 19.240889],8
749,52,na,32,na,28,[42.448087, 19.240889],8
750,52,na,32,na,28,[42.448087, 19.240889],8
751,52,na,32,na,28,[42.448087, 19.240889],8
752,52,na,32,na,28,[42.448087, 19.240889],8
753,52,na,32,na,28,[42.448087, 19.240889],8
754,52,na,32,na,28,[42.448087, 19.240889],8
755,33,na,41,na,49,[36.460594405413, -6.2030661968542],19
756,48,na,45,na,32,[36.233864730459, -5.6634960942353],11
757,48,na,45,na,32,[36.233864730459, -5.6634960942353],11
758,48,na,45,na,32,[36.233864730459, -5.6634960942353],11
759,48,na,45,na,32,[36.233864730459, -5.6634960942353],11
760,14,1.3,11,2.6,114,[-26.493348, 29.968054],45
761,12,na,7,na,9,[-31.398641, 19.140214],8
762,12,na,7,na,9,[-31.398641, 19.140214],8
763,149,na,7,na,5,[-41.52663988, 173.95608203],2
764,105,na,8,na,3,[-39.6778, 175.80084],1
765,17,na,4,na,31,[9.949488, -84.142876],8
766,17,na,4,na,31,[9.949488, -84.142876],8
767,17,na,4,na,31,[9.949488, -84.142876],8
768,17,na,4,na,31,[9.949488, -84.142876],8
769,114,na,4,na,30,[12.304907, -1.497184],15
770,114,na,4,na,30,[12.304907, -1.497184],15
771,19,na,3,na,42,[9.0416479110718, 7.4773740768433],13
772,62,na,33,na,26,[59.9169444, 10.766],8
773,59,na,33,na,26,[59.93231, 10.72455],8
774,59,na,33,na,26,[59.93231, 10.72455],8
775,59,na,33,na,26,[59.93231, 10.72455],8
776,59,na,33,na,26,[59.93231, 10.72455],8
777,66,na,33,na,26,[59.914051, 10.735978],8
778,59,na,33,na,26,[59.93231, 10.72455],8
779,62,na,33,na,26,[59.9169444, 10.766],8
780,66,na,33,na,26,[59.914051, 10.735978],8
781,66,na,33,na,26,[59.92305, 10.76574],8
782,59,na,33,na,26,[59.93231, 10.72455],8
783,59,na,33,na,26,[59.93231, 10.72455],8
784,66,na,33,na,26,[59.92305, 10.76574],8
785,66,na,33,na,26,[59.92305, 10.76574],8
786,58,na,32,na,26,[58.14888, 7.99183],7
787,96,na,31,na,138,[24.219, 55.7348],97
788,97,na,20,na,125,[33.7235, 73.11822],52
789,97,na,20,na,125,[33.7235, 73.11822],52
790,97,na,20,na,125,[33.7235, 73.11822],52
791,97,na,20,na,125,[33.7235, 73.11822],52
792,97,na,20,na,125,[33.7235, 73.11822],52
793,97,na,20,na,125,[33.7235, 73.11822],52
794,97,na,20,na,125,[33.7235, 73.11822],52
795,97,na,20,na,125,[33.7235, 73.11822],52
796,93,na,8,na,157,[24.8415, 67.0091],140
797,97,na,20,na,125,[33.7235, 73.11822],52
798,97,na,20,na,125,[33.7235, 73.11822],52
799,97,na,20,na,125,[33.7235, 73.11822],52
800,97,na,20,na,125,[33.7235, 73.11822],52
801,97,na,20,na,125,[33.7235, 73.11822],52
802,97,na,20,na,125,[33.7235, 73.11822],52
803,97,na,20,na,125,[33.7235, 73.11822],52
804,97,na,20,na,125,[33.7235, 73.11822],52
805,97,na,20,na,125,[33.7235, 73.11822],52
806,97,na,20,na,125,[33.7235, 73.11822],52
807,17,na,4,na,31,[9.949488, -84.142876],8
808,17,na,4,na,31,[9.949488, -84.142876],8
809,17,na,4,na,31,[9.949488, -84.142876],8
810,17,na,4,na,31,[9.949488, -84.142876],8
811,10,na,3,na,111,[-22.119936735, -51.408777068],39
812,10,na,3,na,111,[-22.119936735, -51.408777068],39
813,59,na,10,na,61,[-12.16639, -76.92],33
814,29,na,5,na,80,[-12.04302, -76.97144],37
815,2,na,10,na,59,[-12.10859, -77.00769],27
816,6,na,10,na,59,[-12.07054, -77.04322],27
817,2,na,10,na,59,[-12.10859, -77.00769],27
818,29,na,5,na,80,[-12.04302, -76.97144],37
819,6,na,10,na,59,[-12.07054, -77.04322],27
820,34,na,2,na,21,[6.4369602, -75.3303986],6
821,2,na,10,na,59,[-12.10859, -77.00769],27
822,29,na,5,na,80,[-12.04302, -76.97144],37
823,33,na,4,na,7,[-0.333949, -78.553416],3
824,2,na,10,na,59,[-12.10859, -77.00769],27
825,2,na,10,na,59,[-12.10859, -77.00769],27
826,25,na,9,na,62,[-12.00889, -77.08447],28
827,6,na,10,na,59,[-12.07054, -77.04322],27
828,6,na,10,na,59,[-12.07054, -77.04322],27
829,29,na,5,na,80,[-12.04302, -76.97144],37
830,25,na,9,na,62,[-12.00889, -77.08447],28
831,6,na,10,na,59,[-12.07054, -77.04322],27
832,29,na,5,na,80,[-12.04302, -76.97144],37
833,17,0.7,9,0.8,44,[21.958069, 120.788928],15
834,17,0.7,9,0.8,44,[21.958069, 120.788928],15
835,17,0.7,9,0.8,44,[21.958069, 120.788928],15
836,17,0.7,9,0.8,44,[21.958069, 120.788928],15
837,17,0.7,9,0.8,44,[21.958069, 120.788928],15
838,17,0.7,9,0.8,44,[21.958069, 120.788928],15
839,17,0.7,9,0.8,44,[21.958069, 120.788928],15
840,17,0.7,9,0.8,44,[21.958069, 120.788928],15
841,17,0.7,9,0.8,44,[21.958069, 120.788928],15
842,17,0.7,9,0.8,44,[21.958069, 120.788928],15
843,17,0.7,9,0.8,44,[21.958069, 120.788928],15
844,17,0.7,9,0.8,44,[21.958069, 120.788928],15
845,17,0.7,9,0.8,44,[21.958069, 120.788928],15
846,17,0.7,9,0.8,44,[21.958069, 120.788928],15
847,17,0.7,9,0.8,44,[21.958069, 120.788928],15
848,17,0.7,9,0.8,44,[21.958069, 120.788928],15
849,17,0.7,9,0.8,44,[21.958069, 120.788928],15
850,17,0.7,9,0.8,44,[21.958069, 120.788928],15
851,60,0.1,28,30.8,63,[52.225171, 21.014783],20
852,60,0.1,28,30.8,63,[52.225171, 21.014783],20
853,60,0.1,28,30.8,63,[52.225171, 21.014783],20
854,63,1.1,28,8.7,63,[52.290915, 21.042459],20
855,59,na,39,na,67,[52.191789, 20.837494],21
856,58,1.9,40,3.2,60,[52.160838, 21.033815],18
857,60,0.1,28,30.8,63,[52.225171, 21.014783],20
858,63,1.1,28,8.7,63,[52.290915, 21.042459],20
859,60,0.1,28,30.8,63,[52.225171, 21.014783],20
860,58,1.9,40,3.2,60,[52.160838, 21.033815],18
861,63,1.1,28,8.7,63,[52.290915, 21.042459],20
862,58,1.9,40,3.2,60,[52.160838, 21.033815],18
863,60,0.1,28,30.8,63,[52.225171, 21.014783],20
864,60,0.1,28,30.8,63,[52.225171, 21.014783],20
865,60,0.1,28,30.8,63,[52.225171, 21.014783],20
866,60,0.1,28,30.8,63,[52.225171, 21.014783],20
867,60,0.1,28,30.8,63,[52.225171, 21.014783],20
868,60,0.1,28,30.8,63,[52.225171, 21.014783],20
869,22,na,24,na,40,[38.748611111111, -9.1488888888889],12
870,22,na,24,na,40,[38.748611111111, -9.1488888888889],12
871,22,na,24,na,40,[38.748611111111, -9.1488888888889],12
872,22,na,24,na,40,[38.748611111111, -9.1488888888889],12
873,22,na,24,na,40,[38.748611111111, -9.1488888888889],12
874,22,na,24,na,40,[38.748611111111, -9.1488888888889],12
875,22,na,24,na,40,[38.748611111111, -9.1488888888889],12
876,22,na,24,na,40,[38.748611111111, -9.1488888888889],12
877,20,na,24,na,49,[41.274166666667, -8.3761111111111],15
878,22,na,24,na,40,[38.748611111111, -9.1488888888889],12
879,22,na,24,na,40,[38.748611111111, -9.1488888888889],12
880,22,na,24,na,40,[38.748611111111, -9.1488888888889],12
881,22,na,24,na,40,[38.748611111111, -9.1488888888889],12
882,22,na,24,na,40,[38.748611111111, -9.1488888888889],12
883,109,na,26,na,120,[25.3337, 51.22953],102
884,109,na,26,na,120,[25.3337, 51.22953],102
885,109,na,26,na,120,[25.3337, 51.22953],102
886,3,na,21,na,19,[53.347863, -6.243785],8
887,3,na,21,na,19,[53.347863, -6.243785],8
888,21,na,26,na,16,[53.286763, -6.173349],6
889,1,na,21,na,19,[53.343628, -6.270197],8
890,1,na,21,na,19,[53.343628, -6.270197],8
891,21,na,21,na,19,[53.336295000214, -6.3090199999589],8
892,22,na,21,na,30,[53.385636000137, -6.3699340002986],10
893,3,na,21,na,19,[53.347863, -6.243785],8
894,1,na,21,na,19,[53.343628, -6.270197],8
895,22,na,21,na,19,[53.345840000035, -6.2947949995684],8
896,1,na,21,na,19,[53.343628, -6.270197],8
897,19,na,25,na,15,[53.280541000076, -6.3588420002256],6
898,21,na,26,na,16,[53.286763, -6.173349],6
899,3,na,21,na,19,[53.347863, -6.243785],8
900,20,na,21,na,19,[53.338252, -6.280805],8
901,23,na,25,na,14,[53.311838999844, -6.2353160004029],5
902,3,na,21,na,19,[53.347863, -6.243785],8
903,1,na,21,na,19,[53.343628, -6.270197],8
904,21,na,26,na,16,[53.286763, -6.173349],6
905,3,na,21,na,19,[53.347863, -6.243785],8
906,16,na,21,na,30,[53.318902, -6.32176],10
907,1,na,21,na,19,[53.343628, -6.270197],8
908,27,na,21,na,19,[53.322562, -6.237014],8
909,27,na,21,na,19,[53.322562, -6.237014],8
910,20,na,21,na,19,[53.338252, -6.280805],8
911,21,na,26,na,16,[53.286763, -6.173349],6
912,3,na,21,na,19,[53.347863, -6.243785],8
913,1,na,21,na,19,[53.343628, -6.270197],8
914,3,na,21,na,19,[53.347863, -6.243785],8
915,18,na,21,na,19,[53.33192, -6.215766],8
916,1,na,21,na,19,[53.343628, -6.270197],8
917,3,na,21,na,19,[53.347863, -6.243785],8
918,15,na,31,na,42,[44.4185543, 26.1615982],12
919,45,na,31,na,45,[44.4258997, 26.0544366],13
920,45,na,31,na,45,[44.4258997, 26.0544366],13
921,45,na,31,na,45,[44.4258997, 26.0544366],13
922,49,na,30,na,45,[44.4556327, 26.0251529],13
923,45,na,31,na,45,[44.4258997, 26.0544366],13
924,45,na,31,na,45,[44.4258997, 26.0544366],13
925,45,na,31,na,45,[44.4258997, 26.0544366],13
926,15,na,31,na,42,[44.4185543, 26.1615982],12
927,45,na,31,na,45,[44.4258997, 26.0544366],13
928,15,na,31,na,42,[44.4185543, 26.1615982],12
929,15,na,31,na,42,[44.4185543, 26.1615982],12
930,45,na,31,na,45,[44.4258997, 26.0544366],13
931,45,na,31,na,45,[44.4258997, 26.0544366],13
932,45,na,31,na,45,[44.4258997, 26.0544366],13
933,45,na,31,na,45,[44.4258997, 26.0544366],13
934,49,na,30,na,45,[44.4556327, 26.0251529],13
935,2,2.1,17,14.2,51,[55.718774, 37.570271],18
936,32,13,17,11,51,[55.76385, 37.6621],18
937,77,0.3,17,5.1,34,[55.708638, 37.479385],10
938,32,1.6,17,15.6,51,[55.759354, 37.595584],18
939,32,1.6,17,15.6,51,[55.759354, 37.595584],18
940,77,0.3,17,5.1,34,[55.708638, 37.479385],10
941,1,1.3,18,13.3,36,[55.535478, 37.57936],10
942,77,0.3,17,5.1,34,[55.708638, 37.479385],10
943,32,1.6,17,15.6,51,[55.759354, 37.595584],18
944,77,0.3,17,5.1,34,[55.708638, 37.479385],10
945,32,13,17,11,51,[55.76385, 37.6621],18
946,32,13,17,11,51,[55.76385, 37.6621],18
947,32,1.6,17,15.6,51,[55.759354, 37.595584],18
948,32,1.6,17,15.6,51,[55.759354, 37.595584],18
949,32,13,17,11,51,[55.76385, 37.6621],18
950,4,3.9,17,41.6,35,[55.688043, 37.863004],11
951,2,2.1,17,14.2,51,[55.718774, 37.570271],18
952,32,1.6,17,15.6,51,[55.759354, 37.595584],18
953,32,1.6,17,15.6,51,[55.759354, 37.595584],18
954,32,1.6,17,15.6,51,[55.759354, 37.595584],18
955,77,0.3,17,5.1,34,[55.708638, 37.479385],10
956,77,0.3,17,5.1,34,[55.708638, 37.479385],10
957,77,0.3,17,5.1,34,[55.708638, 37.479385],10
958,32,1.6,17,15.6,51,[55.759354, 37.595584],18
959,32,1.6,17,15.6,51,[55.759354, 37.595584],18
960,2,2.1,17,14.2,51,[55.718774, 37.570271],18
961,32,1.6,17,15.6,51,[55.759354, 37.595584],18
962,77,0.3,17,5.1,34,[55.708638, 37.479385],10
963,32,1.6,17,15.6,51,[55.759354, 37.595584],18
964,4,3.9,17,41.6,35,[55.688043, 37.863004],11
965,2,2.1,17,14.2,51,[55.718774, 37.570271],18
966,32,1.6,17,15.6,51,[55.759354, 37.595584],18
967,32,1.6,17,15.6,51,[55.759354, 37.595584],18
968,32,13,17,11,51,[55.76385, 37.6621],18
969,32,1.6,17,15.6,51,[55.759354, 37.595584],18
970,2,2.1,17,14.2,51,[55.718774, 37.570271],18
971,32,1.6,17,15.6,51,[55.759354, 37.595584],18
972,2,2.1,17,14.2,51,[55.718774, 37.570271],18
973,77,0.3,17,5.1,34,[55.708638, 37.479385],10
974,2,1.9,21,8.7,16,[55.994145, 37.172252],5
975,77,0.3,17,5.1,34,[55.708638, 37.479385],10
976,32,13,17,11,51,[55.76385, 37.6621],18
977,32,1.6,17,15.6,51,[55.759354, 37.595584],18
978,2,2.1,17,14.2,51,[55.718774, 37.570271],18
979,2,2.1,17,14.2,51,[55.718774, 37.570271],18
980,32,1.6,17,15.6,51,[55.759354, 37.595584],18
981,32,1.6,17,15.6,51,[55.759354, 37.595584],18
982,32,1.6,17,15.6,51,[55.759354, 37.595584],18
983,32,1.6,17,15.6,51,[55.759354, 37.595584],18
984,32,13,17,11,51,[55.76385, 37.6621],18
985,77,0.3,17,5.1,34,[55.708638, 37.479385],10
986,32,13,17,11,51,[55.76385, 37.6621],18
987,32,13,17,11,51,[55.76385, 37.6621],18
988,77,0.3,17,5.1,34,[55.708638, 37.479385],10
989,95,na,6,na,68,[-1.936231, 30.077951],27
990,95,na,6,na,68,[-1.936231, 30.077951],27
991,29,na,8,na,18,[18.070114, -63.081481],8
992,29,na,8,na,18,[18.070114, -63.081481],8
993,29,na,8,na,18,[18.070114, -63.081481],8
