lat,long
51.5142,-0.1299
51.5254,-0.1316
51.5278,-0.1023
51.5272,-0.105556
51.4739,-0.0354
51.4748,-0.0696
51.5478,-0.106389
51.5264,-0.160833
53.0097,-2.1817
51.5194,-0.129
51.5022,-0.1096
51.49,0.065811
51.577,-0.005
51.4947,-0.101881
51.4819,-0.1983
51.5135,-0.1255
51.5169,-0.0675
51.5139,-0.116667
51.5272,-0.195
51.5197,-0.118333
51.4981,-0.10154
51.4935,-0.187935
51.5423,-0.00256
51.5461,0.0233333
51.5066,-0.1964
51.5356,-0.125
51.5189,-0.1207
51.48,-0.01
52.3821,-1.5655
51.4984,-0.1284
51.4133,-0.211944
51.5254,-0.133027
51.5039,-0.0941667
51.613,-0.177
51.5124,-0.308286
51.5208,-0.121944
51.5184,-0.113811
51.4997,-0.175635
51.5259,-0.1553
51.4896,-0.1418
51.4992,-0.190367
51.505,-0.223056
51.5674,-0.0614
51.5108,-0.117222
51.5112,-0.116569
51.5172,-0.1442
51.5131,-0.1174
51.5119,-0.116111
51.4973,-0.1287
51.5033,-0.1058
51.4064,-0.0862
51.4978,-0.176389
51.4984,-0.176894
51.5223,-0.1274
51.3443,-0.18921
51.5232,-0.120194
51.505,-0.0196111
51.5176,-0.173278
51.5252,-0.08217
54.8912,-2.9206
51.5953,-0.0148
51.4035,-0.3039
51.5121,-0.110866
51.526,-0.155
51.522,-0.1549
51.5273,-0.091167
51.5003,-0.1291
51.5258,-0.155
-34.9025,-56.1767
-34.8829,-56.0404
-34.8885,-56.1592
-34.9006,-56.1292
41.3239,69.3197
41.3408,69.2867
41.3003,69.2811
41.2694,69.201
41.3061,69.2825
41.3201,69.3065
41.277,69.282
41.3086,69.2486
41.3091,69.3442
41.3622,69.3406
41.3385,69.3346
41.3511,69.205
41.3069,69.2833
41.285,69.1931
15.3481,44.1908
-15.435,28.3128
-17.8217,31.0444
-17.7832,31.0537
-17.8689,31.0674
-17.838,31.008
